Gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene_name,Gene_type,Gene_description
AT1G01880,520.4838587,-0.292696496,0.102968859,-2.842572965,0.004475099,0.058877056,GEN1,protein_coding,GEN1;protein_coding;Flap endonuclease GEN-like 1 
AT1G01890,7.426652137,-0.54085365,0.728310317,-0.742614292,0.457715233,0.805129068,,tRNA,tRNA;pre-tRNA 
AT1G01900,23.34573511,-0.175626104,0.353280952,-0.49712871,0.61909829,0.88092428,SBTI1.1,protein_coding,SBTI1.1;protein_coding;SBTI1.1 
AT1G01910,17.11578337,-0.38550353,0.588258077,-0.655330619,0.512254911,0.834285244,,protein_coding,protein_coding;ATPase 
AT1G01920,1426.946862,0.306147694,0.132623263,2.308401151,0.020976835,0.165784916,,protein_coding,protein_coding;SET domain-containing protein 
AT1G01930,2.191624366,-1.131906963,1.534286358,-0.737741659,0.460671452,NA,,protein_coding,protein_coding;F22M8.6 protein 
AT1G01940,1.74453921,3.881614311,2.059249411,1.884965605,0.059434482,NA,CYP18-1,protein_coding,CYP18-1;protein_coding;Peptidyl-prolyl cis-trans isomerase CYP18-1 
AT1G01950,858.675295,-0.109040238,0.103982042,-1.048644897,0.294341584,0.686469096,ARK2,protein_coding,ARK2;protein_coding;Kinesin-like protein 
AT1G01960,136.3080215,0.608241667,0.187582808,3.242523526,0.001184762,0.0220892,BIG3,protein_coding,BIG3;protein_coding;Brefeldin A-inhibited guanine nucleotide-exchange protein 3 
AT1G01970,217.7496559,-0.611195723,0.227700326,-2.684211019,0.00727012,0.082503757,,protein_coding,protein_coding;Pentatricopeptide repeat-containing protein At1g01970 
AT1G01980,126.917755,0.402482946,0.15721224,2.560124743,0.01046346,0.106313281,SEC1A,protein_coding,SEC1A;protein_coding;Berberine bridge enzyme-like 1 
AT1G01990,176.1050228,0.060003378,0.144626207,0.414885926,0.678225414,0.908201726,,protein_coding,protein_coding;At1g01990 
AT1G02000,160.7339764,0.75362074,0.38306215,1.967358928,0.049141846,0.276663902,GAE2,protein_coding,GAE2;protein_coding;UDP-glucuronate 4-epimerase 2 
AT1G02010,0.755513534,0.313015358,2.57162875,0.121718719,0.903121788,NA,SEC1A,protein_coding,SEC1A;protein_coding;secretory 1A 
AT1G02040,8.038100465,0.875610785,0.87125599,1.004998295,0.314897671,0.70385545,,protein_coding,protein_coding;At1g02040 
AT1G02050,134.6225928,-0.148085511,0.181074831,-0.817813882,0.41346347,0.777707128,PKSA,protein_coding,PKSA;protein_coding;Type III polyketide synthase A 
AT1G02060,26.25414799,-0.929938659,0.347410949,-2.676768423,0.007433599,0.083702,,protein_coding,protein_coding;Pentatricopeptide repeat-containing protein At1g02060; chloroplastic 
AT1G02065,507.7333006,-0.521006817,0.12217257,-4.264515485,2.00E-05,0.000897541,SPL8,protein_coding,SPL8;protein_coding;Squamosa promoter-binding-like protein 8 
AT1G02070,0.978452479,0.321593622,1.8215583,0.17654863,0.859862948,NA,,protein_coding,protein_coding;At1g02070 
AT1G02080,2.209225194,0.313030327,1.957195692,0.159938185,0.872929768,NA,,protein_coding,protein_coding;Transcription regulator 
AT1G02100,497.7217751,0.104218087,0.101833883,1.023412676,0.306112769,0.696892233,LCMT1,protein_coding,LCMT1;protein_coding;Leucine carboxyl methyltransferase 1 homolog 
AT1G02120,75.89451909,0.320791525,0.198393817,1.616943162,0.10589055,0.429614621,VAD1,protein_coding,VAD1;protein_coding;Protein VASCULAR ASSOCIATED DEATH 1; chloroplastic 
AT1G02130,100.5523692,-0.590501767,0.264753134,-2.230386318,0.025721807,0.189071753,RABD2A,protein_coding,RABD2A;protein_coding;Ras-related protein RABD2a 
AT1G02145,268.7227901,0.01353605,0.145771169,0.092858209,0.926016207,0.980134423,ALG12,protein_coding,ALG12;protein_coding;Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1;6-mannosyltransferase 
AT1G02150,967.104212,-0.046892521,0.120695236,-0.388520065,0.697631208,0.916561536,,protein_coding,protein_coding;Pentatricopeptide repeat-containing protein At1g02150 
AT1G02170,3.044405993,-2.161604536,1.488402121,-1.452298747,0.146418556,0.503416899,AMC1,protein_coding,AMC1;protein_coding;MCP1b 
AT1G02190,65.72846332,0.320781609,0.267676705,1.198391952,0.230764464,0.617971521,,protein_coding,protein_coding;Protein CER1-like 1 
AT1G02205,294.4941669,3.464565795,0.317647438,10.90695338,1.07E-27,2.83E-24,CER1,protein_coding,CER1;protein_coding;Fatty acid hydroxylase superfamily 
AT1G02210,10.2865672,0.769828935,0.538125442,1.430575244,0.152551987,0.514025509,,protein_coding,protein_coding;At1g02210 
AT1G02220,67.9925189,-0.980106561,0.269748427,-3.633409729,0.0002797,0.007234734,NAC003,protein_coding,NAC003;protein_coding;NAC domain-containing protein 3 
AT1G02230,564.2578982,0.149379396,0.11031649,1.354098519,0.175704949,0.546466065,NAC004,protein_coding,NAC004;protein_coding;NAC domain-containing protein 4 
AT1G02250,12.01885142,-3.880688061,2.104021211,-1.844414895,0.065122698,0.326150428,NAC005,protein_coding,NAC005;protein_coding;NAC domain-containing protein 5 
AT1G02260,16.06106895,-0.689159065,0.519831733,-1.325734888,0.184927527,0.558720704,,protein_coding,protein_coding;At1g02260 
AT1G02270,14.41554262,-0.14810075,0.537091825,-0.275745678,0.782743409,0.945924431,,protein_coding,protein_coding;Uncharacterized calcium-binding protein At1g02270 
AT1G02280,322.5222779,0.075418058,0.114058874,0.66122043,0.508470961,0.832529456,TOC33,protein_coding,TOC33;protein_coding;Translocase of chloroplast 33; chloroplastic 
AT1G02290,47.30888937,0.021779018,0.260975513,0.083452344,0.933491869,0.982048614,,protein_coding,protein_coding;At1g02290 
AT1G02300,3.225253751,1.274814953,1.819469199,0.700652121,0.483520143,0.819910201,CATHB1,protein_coding,CATHB1;protein_coding;Cathepsin B-like protease 1 
AT1G02305,84.30284687,0.210662875,0.198572578,1.060886033,0.288741697,0.680319392,CATHB2,protein_coding,CATHB2;protein_coding;Cathepsin B-like protease 2 
AT1G02310,8.606247383,-0.281427808,0.586520336,-0.479826173,0.631351001,0.887257963,MAN1,protein_coding,MAN1;protein_coding;MAN1 
AT1G02330,243.4829482,-0.250120431,0.13733017,-1.82130723,0.068560168,0.336634388,CSU2,protein_coding,CSU2;protein_coding;CONTAINS InterPro DOMAIN/s: Hepatocellular carcinoma-associated antigen 59 (InterPro:IPR010756); Has 1239 Blast hits to 998 proteins in 204 species: Archae - 4; Bacteria - 71; Metazoa - 421; Fungi - 109; Plants - 87; Viruses - 5; Other Eukaryotes -  /.../ource: NCBI BLink). 
AT1G02335,4.23983942,-1.594272935,1.069455289,-1.490733602,0.13603145,0.485017441,GL22,protein_coding,GL22;protein_coding;Germin-like protein subfamily 2 member 2 
AT1G02350,353.6459885,0.370241091,0.123496495,2.997988651,0.002717678,0.040989069,,protein_coding,protein_coding;Protoporphyrinogen oxidase-like protein 
AT1G02360,7.798380401,-1.2656219,0.634215031,-1.995572222,0.045980506,0.267958841,,protein_coding,protein_coding;Chitinase family protein 
AT1G02380,43.94761479,0.000843681,0.261399933,0.003227548,0.997424794,0.998708258,,protein_coding,protein_coding;T6A9.7 protein 
AT1G02390,111.5023944,0.096025524,0.198601527,0.483508488,0.628734735,0.885457313,GPAT2,protein_coding,GPAT2;protein_coding;Probable glycerol-3-phosphate acyltransferase 2 
AT1G02400,182.2457999,-0.585515326,0.293602815,-1.994242891,0.046125517,0.268222184,GA2OX6,protein_coding,GA2OX6;protein_coding;Gibberellin 2-beta-dioxygenase 6 
AT1G02410,412.0653362,0.08679336,0.11041282,0.786080461,0.431820351,0.789028114,COX11,protein_coding,COX11;protein_coding;Cytochrome c oxidase assembly protein COX11; mitochondrial 
AT1G02420,286.3714925,-0.084040778,0.299255812,-0.280832566,0.778838824,0.944877285,,protein_coding,protein_coding;Putative pentatricopeptide repeat-containing protein At1g02420 
AT1G02430,330.8587071,0.08811371,0.139435465,0.63193184,0.527431417,0.841053608,ATARFD1B,protein_coding,ATARFD1B;protein_coding;ADP-ribosylation factor D1B 
AT1G02440,38.76721584,0.282787873,0.289598383,0.976482916,0.32882521,0.714046332,ATARFD1A,protein_coding,ATARFD1A;protein_coding;ADP-ribosylation factor D1A 
AT1G02450,478.1856868,-0.062781348,0.091035084,-0.689639047,0.490421206,0.822697791,NIMIN-1,protein_coding,NIMIN-1;protein_coding;NIMIN1 
AT1G02460,6.730067828,0.094183504,0.728761986,0.129237674,0.897169587,0.97359392,,protein_coding,protein_coding;At1g02460 
AT1G02470,2.639780853,0.313031372,1.899757093,0.164774419,0.869121539,0.967026129,,protein_coding,protein_coding;Polyketide cyclase/dehydrase and lipid transport superfamily protein 
AT1G02475,499.9620353,-0.012859579,0.122151421,-0.105275722,0.916157027,0.978166172,,protein_coding,protein_coding;Polyketide cyclase/dehydrase and lipid transport superfamily protein 
AT1G02490,169.4917602,-0.026009479,0.138259621,-0.188120572,0.850782135,0.964421633,,protein_coding,protein_coding;unknown protein; Has 0 Blast hits to 0 proteins in 0 species (source: NCBI BLink). 
AT1G02500,10.40422906,-0.219481617,0.725299618,-0.302608207,0.762188459,0.939507437,SAM1,protein_coding,SAM1;protein_coding;S-adenosylmethionine synthase 
AT1G02510,113.9628102,0.083350573,0.205379489,0.405836888,0.684862453,0.9116904,TPK4,protein_coding,TPK4;protein_coding;TPK4 
AT1G02520,854.1950549,0.036515127,0.091837812,0.397604492,0.690921749,0.914300082,ABCB11,protein_coding,ABCB11;protein_coding;ABC transporter B family member 11 
AT1G02540,542.3276737,-0.100502601,0.200062303,-0.502356511,0.615416764,0.878771894,,protein_coding,protein_coding;T14P4.13 protein 
AT1G02550,55.58361888,0.067065579,0.225765745,0.297058258,0.766422032,0.940794119,,protein_coding,protein_coding;Invertase 
AT1G02570,88.27325469,0.034173174,0.205780292,0.166066311,0.868104766,0.967026129,,protein_coding,protein_coding;Transmembrane protein 
AT1G02590,245.3853496,0.128622223,0.125200369,1.027331014,0.304264623,0.695127495,,protein_coding,protein_coding;Aldehyde oxidase/xanthine dehydrogenase; molybdopterin binding protein 
AT1G02600,293.3498879,0.027564711,0.133064175,0.207153513,0.835889971,0.961383321,,tRNA,tRNA;pre-tRNA 
AT1G02610,62.37525478,0.104111374,0.325492338,0.319858142,0.74907587,0.934738229,,protein_coding,protein_coding;RING/FYVE/PHD zinc finger superfamily protein 
AT1G02630,82.95025905,0.081522313,0.214364364,0.380297879,0.703724309,0.91863102,ETN8,protein_coding,ETN8;protein_coding;Equilibrative nucleotide transporter 8 
AT1G02640,34.19764889,0.097025287,0.330545949,0.293530408,0.769116761,0.941548587,BXL2,protein_coding,BXL2;protein_coding;Probable beta-D-xylosidase 2 
AT1G02650,33.31351536,-2.299023638,0.556310265,-4.132628465,3.59E-05,0.001442432,,protein_coding,protein_coding;T14P4.7 protein 
AT1G02670,522.9382014,0.115190948,0.108130923,1.065291453,0.286744059,0.678818389,,protein_coding,protein_coding;P-loop containing nucleoside triphosphate hydrolases superfamily protein 
AT1G02680,18.22639787,-0.172817186,0.408507117,-0.423045717,0.672261906,0.905733046,TAF13,protein_coding,TAF13;protein_coding;Transcription initiation factor TFIID subunit 13 
AT1G02690,201.7709183,0.769599675,0.199124632,3.864914486,0.000111128,0.003491001,IMPA-6,protein_coding,IMPA-6;protein_coding;Importin subunit alpha 
AT1G02700,10.06249893,-0.420797032,1.136948638,-0.370110854,0.711299895,0.922060111,,protein_coding,protein_coding;GATA transcription factor-like protein 
AT1G02705,67.71712695,0.35279073,0.276299464,1.27684189,0.201658073,0.581059815,,protein_coding,protein_coding;
AT1G02710,379.9601726,-0.023197524,0.143664527,-0.161470089,0.871723168,0.967026129,,protein_coding,protein_coding;Glycine-rich protein 
AT1G02720,332.9604395,-0.21792134,0.109009761,-1.99909933,0.045597608,0.26725381,GATL5,protein_coding,GATL5;protein_coding;Probable galacturonosyltransferase-like 5 
AT1G02730,23.93815323,-0.054162268,0.455401367,-0.118933039,0.905328406,0.975403552,CSLD5,protein_coding,CSLD5;protein_coding;Cellulose synthase-like protein D5 
AT1G02740,216.0201347,0.179130039,0.157932621,1.134218111,0.256703069,0.647274563,MRG2,protein_coding,MRG2;protein_coding;Protein MRG2 
AT1G02750,0.836069502,0.313027501,2.6920357,0.116279105,0.907431345,NA,DI19-2,protein_coding,DI19-2;protein_coding;Protein DEHYDRATION-INDUCED 19 homolog 2 
AT1G02770,4.559145063,-3.82314618,1.371781257,-2.786994035,0.005319946,0.066299513,,protein_coding,protein_coding;UPF0725 protein At1g02770 
AT1G02800,80.65946241,-0.186607998,0.396661022,-0.470447026,0.638035673,0.890239238,CEL2,protein_coding,CEL2;protein_coding;Endoglucanase 1 
AT1G02810,10.42061253,-0.397314025,0.521118759,-0.762425107,0.445806326,0.798195588,PME7,protein_coding,PME7;protein_coding;Probable pectinesterase/pectinesterase inhibitor 7 
AT1G02813,2.040662789,-0.076134001,1.3707642,-0.055541282,0.955707242,NA,,protein_coding,protein_coding;Protein of unknown function; DUF538 
AT1G02816,14.31172798,-0.351071892,0.597753,-0.58731933,0.556989261,0.856673466,,protein_coding,protein_coding;F22D16.19 protein 
AT1G02820,36.82005439,-1.122593961,0.319722569,-3.5111502,0.000446172,0.010355097,LEA2,protein_coding,LEA2;protein_coding;LEA3 
AT1G02830,92.7841516,-0.250651519,0.268666836,-0.932945513,0.350848102,0.733363337,RPL22A,protein_coding,RPL22A;protein_coding;Putative 60S ribosomal protein L22-1 
AT1G02850,241.5093658,0.113787285,0.163037346,0.697921594,0.485226229,0.8207243,BGLU11,protein_coding,BGLU11;protein_coding;Beta-glucosidase 11 
AT1G02860,177.6853001,0.136939311,0.137625011,0.995017616,0.319727697,0.707264309,BAH1,protein_coding,BAH1;protein_coding;E3 ubiquitin-protein ligase BAH1 
AT1G02870,11.30392431,0.193085921,0.486802621,0.396641088,0.691632149,0.914640712,,protein_coding,protein_coding;At1g02870 
AT1G02890,304.5050677,-0.099690596,0.138674006,-0.718884522,0.472212074,0.8144465,,protein_coding,protein_coding;AAA-type ATPase family protein 
AT1G02900,62.47991353,0.251869741,0.293171087,0.859122036,0.390273191,0.762450919,RALF1,protein_coding,RALF1;protein_coding;RALFL1 
AT1G02910,54.51685431,-0.027926331,0.284211446,-0.098258994,0.921726639,0.979642008,LPA1,protein_coding,LPA1;protein_coding;Protein LOW PSII ACCUMULATION 1; chloroplastic 
AT1G02920,872.1481809,0.110259474,0.09029473,1.221106413,0.222045732,0.6073587,GSTF7,protein_coding,GSTF7;protein_coding;Glutathione S-transferase F7 
AT1G02930,324.9033888,0.042702163,0.116637267,0.366110801,0.714282398,0.922565138,GSTF6,protein_coding,GSTF6;protein_coding;Glutathione S-transferase F6 
AT1G02940,9158.671486,-0.236824506,0.304104382,-0.778760583,0.436120761,0.791916244,ATGSTF5,protein_coding,ATGSTF5;protein_coding;glutathione S-transferase (class phi) 5 
AT1G02950,560.5516358,-0.098459189,0.107963617,-0.911966381,0.361786415,0.743602044,ATGSTF4,protein_coding,ATGSTF4;protein_coding;glutathione S-transferase F4 
AT1G02952,935.993033,-0.134015278,0.112695009,-1.18918557,0.234366651,0.622437495,,lncRNA,lncRNA;other RNA 
AT1G02960,478.0203249,-0.048766309,0.090075255,-0.541395178,0.58823523,0.869400227,,protein_coding,protein_coding;Kinetochore protein 
AT1G02965,347.4470947,0.043746785,0.123262579,0.354907263,0.722659067,0.926393475,,protein_coding,protein_coding;unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G02960.3); Has 8 Blast hits to 8 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 8; Viruses - 0; Other Eukaryotes - 0 (source: NC /.../nk). 
AT1G02970,616.5231659,0.398796534,0.244596931,1.630423294,0.103012065,0.422717721,WEE1,protein_coding,WEE1;protein_coding;Wee1-like protein kinase 
AT1G02980,1203.551749,0.015797834,0.073718785,0.214298619,0.830314195,0.960018705,CUL2,protein_coding,CUL2;protein_coding;Cullin-2 
AT1G02990,2.069969634,-0.327122061,1.354890785,-0.241437956,0.809215698,NA,,protein_coding,protein_coding;BEST Arabidopsis thaliana protein match is: CW-type Zinc Finger (TAIR:AT3G62900.1); Has 5847 Blast hits to 4410 proteins in 438 species: Archae - 17; Bacteria - 452; Metazoa - 2463; Fungi - 354; Plants - 306; Viruses - 11; Other Eukaryotes - 2244 (s /.../ NCBI BLink). 
AT1G03030,5.319847519,0.066703846,0.729417779,0.091448067,0.92713657,0.980170389,,protein_coding,protein_coding;At1g03030 
AT1G03040,78.83791581,0.246808581,0.245585006,1.004982287,0.314905379,0.70385545,,protein_coding,protein_coding;basic helix-loop-helix (bHLH) DNA-binding superfamily protein 
AT1G03050,186.5005455,0.302144811,0.162576312,1.858479923,0.063100892,0.320294881,,protein_coding,protein_coding;Putative clathrin assembly protein At1g03050 
