Gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene_name,Gene_type,Gene_description
AT1G01640,790.4136753,0.074408618,0.06582235,1.130446085,0.258288305,0.461426599,,protein_coding,protein_coding;BTB/POZ domain-containing protein At1g01640 
AT1G01650,446.5067471,-0.100406379,0.123451645,-0.813325569,0.416031421,0.621941009,SPPL4,protein_coding,SPPL4;protein_coding;Signal peptide peptidase-like 4 
AT1G01670,1.581216708,-1.950744487,1.596235823,-1.222090407,0.22167344,NA,PUB56,protein_coding,PUB56;protein_coding;U-box domain-containing protein 56 
AT1G01680,12.37021742,-3.133099708,0.578531187,-5.415610735,6.11E-08,1.88E-06,PUB54,protein_coding,PUB54;protein_coding;U-box domain-containing protein 54 
AT1G01690,1513.321178,-0.550173885,0.218437919,-2.518673895,0.01177977,0.051705666,ATPRD3,protein_coding,ATPRD3;protein_coding;Putative recombination initiation defects 3 
AT1G01700,97.60530138,-0.088169091,0.218267813,-0.40394912,0.686250134,0.826605938,ATROPGEF2,protein_coding,ATROPGEF2;protein_coding;RHO guanyl-nucleotide exchange factor 2 
AT1G01710,4543.126152,-0.001443011,0.065517464,-0.022024823,0.982428155,0.991067776,,protein_coding,protein_coding;Acyl-CoA thioesterase II 
AT1G01715,190.251088,0.042829185,0.224593244,0.190696676,0.848763243,0.926481323,,protein_coding,protein_coding;
AT1G01740,897.3113085,0.516776755,0.159376627,3.242487721,0.001184911,0.008471472,BSK4,protein_coding,BSK4;protein_coding;Serine/threonine-protein kinase BSK4 
AT1G01760,158.0227979,0.322083945,0.292190302,1.102308812,0.27032744,0.47422998,,protein_coding,protein_coding;TAD1 
AT1G01770,109.8449008,-0.667048114,0.280862118,-2.375002082,0.017548851,0.069683694,,protein_coding,protein_coding;Propionyl-CoA carboxylase 
AT1G01780,628.014452,0.08040694,0.102967617,0.780895413,0.43486401,0.638936524,PLIM2B,protein_coding,PLIM2B;protein_coding;LIM domain-containing protein PLIM2b 
AT1G01790,1183.541209,0.07580398,0.095283367,0.795563622,0.426285718,0.631207095,KEA1,protein_coding,KEA1;protein_coding;K(+) efflux antiporter 1; chloroplastic 
AT1G01810,5757.321867,0.052824657,0.056551805,0.934093208,0.350255815,0.558031116,,protein_coding,protein_coding;T1N6.23 
AT1G01830,6507.354251,0.37300531,0.08446387,4.416152253,1.00E-05,0.000154661,,protein_coding,protein_coding;ARM repeat superfamily protein 
AT1G01840,379.4958612,0.576958033,0.144681888,3.987769601,6.67E-05,0.000784985,,protein_coding,protein_coding;AP2-like ethylene-responsive transcription factor SNZ 
AT1G01860,0.949287508,-0.060337526,1.394345143,-0.04327302,0.965483898,NA,PFC1,protein_coding,PFC1;protein_coding;rRNA adenine N(6)-methyltransferase 
AT1G01870,0.739047021,-1.868443049,2.403303965,-0.777447662,0.436894702,NA,,tRNA,tRNA;pre-tRNA 
AT1G01880,2047.265139,-0.287987034,0.095752527,-3.007618096,0.002633038,0.01606088,GEN1,protein_coding,GEN1;protein_coding;Flap endonuclease GEN-like 1 
AT1G01890,23.2878969,-0.128654324,0.359823729,-0.357548194,0.720681453,0.848330393,,tRNA,tRNA;pre-tRNA 
AT1G01900,135.8071495,0.655969256,0.210209165,3.120554975,0.001805106,0.011910802,SBTI1.1,protein_coding,SBTI1.1;protein_coding;SBTI1.1 
AT1G01910,0.689769637,1.818605602,2.450884376,0.742020154,0.458075125,NA,,protein_coding,protein_coding;ATPase 
AT1G01920,5309.342797,0.216039284,0.14551134,1.484690363,0.137625866,0.305243939,,protein_coding,protein_coding;SET domain-containing protein 
AT1G01930,9.988764656,0.100368722,0.482807639,0.20788553,0.835318348,0.918535686,,protein_coding,protein_coding;F22M8.6 protein 
AT1G01940,5.945175998,-0.192659609,2.229229055,-0.086424322,0.931129113,0.971436028,CYP18-1,protein_coding,CYP18-1;protein_coding;Peptidyl-prolyl cis-trans isomerase CYP18-1 
AT1G01950,2570.09217,-0.172954109,0.079675695,-2.170726084,0.029951884,0.104765518,ARK2,protein_coding,ARK2;protein_coding;Kinesin-like protein 
AT1G01960,335.5257128,-0.227117086,0.217007486,-1.046586411,0.295290372,0.500768614,BIG3,protein_coding,BIG3;protein_coding;Brefeldin A-inhibited guanine nucleotide-exchange protein 3 
AT1G01970,1216.680312,-0.214230998,0.188986106,-1.133580677,0.256970482,0.459812478,,protein_coding,protein_coding;Pentatricopeptide repeat-containing protein At1g01970 
AT1G01980,362.9356012,-0.081748194,0.124615255,-0.656004708,0.511821095,0.702677687,SEC1A,protein_coding,SEC1A;protein_coding;Berberine bridge enzyme-like 1 
AT1G01990,543.9068358,-0.065272243,0.082725794,-0.789019235,0.430100764,0.634643799,,protein_coding,protein_coding;At1g01990 
AT1G02000,608.5006065,0.778573524,0.275157255,2.829558408,0.004661229,0.02536536,GAE2,protein_coding,GAE2;protein_coding;UDP-glucuronate 4-epimerase 2 
AT1G02010,1.11661513,-1.007667231,2.660795374,-0.378709028,0.704903948,NA,SEC1A,protein_coding,SEC1A;protein_coding;secretory 1A 
AT1G02040,75.98933638,-1.595658378,0.986916343,-1.616812194,0.105918826,0.254979433,,protein_coding,protein_coding;At1g02040 
AT1G02050,302.598705,-0.226045872,0.120205188,-1.880500142,0.060039947,0.173326402,PKSA,protein_coding,PKSA;protein_coding;Type III polyketide synthase A 
AT1G02060,68.52410689,-0.500909456,0.216834871,-2.310096406,0.020882817,0.079704219,,protein_coding,protein_coding;Pentatricopeptide repeat-containing protein At1g02060; chloroplastic 
AT1G02065,3633.246793,0.0392183,0.148508766,0.264080705,0.791717732,0.893636445,SPL8,protein_coding,SPL8;protein_coding;Squamosa promoter-binding-like protein 8 
AT1G02070,1.236437769,-0.085715375,1.789056103,-0.047910949,0.961787214,NA,,protein_coding,protein_coding;At1g02070 
AT1G02080,8.849515526,0.969613126,0.796121243,1.217921434,0.22325383,0.420604758,,protein_coding,protein_coding;Transcription regulator 
AT1G02100,2538.477217,0.293388928,0.102423463,2.864469913,0.004177078,0.023237746,LCMT1,protein_coding,LCMT1;protein_coding;Leucine carboxyl methyltransferase 1 homolog 
AT1G02110,5.94375819,2.419183311,0.778817685,3.106225444,0.001894922,0.012385624,,protein_coding,protein_coding;BZIP domain class transcription factor (DUF630 and DUF632) 
AT1G02120,252.0837586,0.158466397,0.201964059,0.784626719,0.43267246,0.636872055,VAD1,protein_coding,VAD1;protein_coding;Protein VASCULAR ASSOCIATED DEATH 1; chloroplastic 
AT1G02130,165.8275106,-1.03629083,0.175128537,-5.917315641,3.27E-09,1.35E-07,RABD2A,protein_coding,RABD2A;protein_coding;Ras-related protein RABD2a 
AT1G02140,0.558161991,-0.045861512,4.118369632,-0.011135842,0.991115067,NA,MEE63,protein_coding,MEE63;protein_coding;MEE63 
AT1G02145,699.9624395,0.038932287,0.09629279,0.404311552,0.685983632,0.826464323,ALG12,protein_coding,ALG12;protein_coding;Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1;6-mannosyltransferase 
AT1G02150,6101.574277,-0.039243211,0.102720611,-0.382038339,0.702432927,0.837284056,,protein_coding,protein_coding;Pentatricopeptide repeat-containing protein At1g02150 
AT1G02160,2.087781783,-0.495138786,0.975854358,-0.507390044,0.61188117,0.775755445,,protein_coding,protein_coding;Cox19 family protein (CHCH motif) 
AT1G02170,5.516881777,0.938623388,1.142275335,0.821713784,0.411239812,0.617443866,AMC1,protein_coding,AMC1;protein_coding;MCP1b 
AT1G02190,147.09591,-0.273289321,0.205646375,-1.328928463,0.183871572,0.370497213,,protein_coding,protein_coding;Protein CER1-like 1 
AT1G02205,1985.221303,2.116572487,0.270146019,7.834920135,4.69E-15,6.47E-13,CER1,protein_coding,CER1;protein_coding;Fatty acid hydroxylase superfamily 
AT1G02210,37.49414979,-0.478009885,0.358016432,-1.335161857,0.181823378,0.367772327,,protein_coding,protein_coding;At1g02210 
AT1G02220,108.0572994,-0.506998858,0.292315166,-1.734425435,0.082842625,0.215904398,NAC003,protein_coding,NAC003;protein_coding;NAC domain-containing protein 3 
AT1G02230,3515.333043,0.432441603,0.056215682,7.692543957,1.44E-14,1.83E-12,NAC004,protein_coding,NAC004;protein_coding;NAC domain-containing protein 4 
AT1G02250,122.2662459,-3.226314281,1.163412624,-2.773147046,0.005551703,0.02906395,NAC005,protein_coding,NAC005;protein_coding;NAC domain-containing protein 5 
AT1G02260,33.6456068,-0.276326254,0.355719226,-0.776810006,0.437270873,0.641005254,,protein_coding,protein_coding;At1g02260 
AT1G02270,57.11953237,0.033295068,0.282313466,0.117936522,0.906117955,0.959248374,,protein_coding,protein_coding;Uncharacterized calcium-binding protein At1g02270 
AT1G02280,1081.854963,0.116256146,0.068639843,1.693712288,0.090319968,0.229202279,TOC33,protein_coding,TOC33;protein_coding;Translocase of chloroplast 33; chloroplastic 
AT1G02290,83.58850895,0.263038414,0.261436158,1.006128673,0.314353677,0.521347025,,protein_coding,protein_coding;At1g02290 
AT1G02300,8.695784316,-0.785603843,1.132689565,-0.693573833,0.487949509,0.6833017,CATHB1,protein_coding,CATHB1;protein_coding;Cathepsin B-like protease 1 
AT1G02305,261.2634443,0.251517213,0.111749031,2.250732824,0.024402464,0.089515618,CATHB2,protein_coding,CATHB2;protein_coding;Cathepsin B-like protease 2 
AT1G02330,1309.998358,0.078562612,0.09228403,0.851313191,0.394595399,0.602292513,CSU2,protein_coding,CSU2;protein_coding;CONTAINS InterPro DOMAIN/s: Hepatocellular carcinoma-associated antigen 59 (InterPro:IPR010756); Has 1239 Blast hits to 998 proteins in 204 species: Archae - 4; Bacteria - 71; Metazoa - 421; Fungi - 109; Plants - 87; Viruses - 5; Other Eukaryotes -  /.../ource: NCBI BLink). 
AT1G02335,37.16235619,-0.398009198,0.298259573,-1.334438971,0.182060035,0.368070847,GL22,protein_coding,GL22;protein_coding;Germin-like protein subfamily 2 member 2 
AT1G02350,986.8522951,0.01634079,0.094738384,0.172483304,0.863057586,0.933909679,,protein_coding,protein_coding;Protoporphyrinogen oxidase-like protein 
AT1G02360,149.9058772,-0.294638131,0.240724482,-1.223964129,0.22096576,0.418056675,,protein_coding,protein_coding;Chitinase family protein 
AT1G02380,123.1199605,0.121622679,0.153535386,0.792147546,0.42827465,0.632852633,,protein_coding,protein_coding;T6A9.7 protein 
AT1G02390,286.1783817,0.190833787,0.109498124,1.742804173,0.081367827,0.213262683,GPAT2,protein_coding,GPAT2;protein_coding;Probable glycerol-3-phosphate acyltransferase 2 
AT1G02400,1284.667241,-0.178834418,0.181197498,-0.986958539,0.323662964,0.531145552,GA2OX6,protein_coding,GA2OX6;protein_coding;Gibberellin 2-beta-dioxygenase 6 
AT1G02405,4.180796257,0.740798934,0.8871492,0.835033085,0.40369908,0.611154369,,protein_coding,protein_coding;At1g02405 
AT1G02410,688.3202359,-0.197024215,0.149249433,-1.320100256,0.186801547,0.37372095,COX11,protein_coding,COX11;protein_coding;Cytochrome c oxidase assembly protein COX11; mitochondrial 
AT1G02420,2791.110516,0.154017401,0.128158568,1.201772176,0.229451808,0.428536822,,protein_coding,protein_coding;Putative pentatricopeptide repeat-containing protein At1g02420 
AT1G02430,698.7687537,-0.474916745,0.132611674,-3.581258968,0.000341943,0.003058057,ATARFD1B,protein_coding,ATARFD1B;protein_coding;ADP-ribosylation factor D1B 
AT1G02440,73.23825633,-0.354820604,0.308193846,-1.151290359,0.249612802,0.452003212,ATARFD1A,protein_coding,ATARFD1A;protein_coding;ADP-ribosylation factor D1A 
AT1G02450,1242.738319,0.124417051,0.052564068,2.366960096,0.017934866,0.070798547,NIMIN-1,protein_coding,NIMIN-1;protein_coding;NIMIN1 
AT1G02460,6.054919699,-0.328572032,1.004747259,-0.327019585,0.743653072,0.862403744,,protein_coding,protein_coding;At1g02460 
AT1G02470,37.90336246,0.352464697,0.466585606,0.75541271,0.45000139,0.651789941,,protein_coding,protein_coding;Polyketide cyclase/dehydrase and lipid transport superfamily protein 
AT1G02475,729.7276717,-0.185953827,0.09273559,-2.005204541,0.044941185,0.140918135,,protein_coding,protein_coding;Polyketide cyclase/dehydrase and lipid transport superfamily protein 
AT1G02490,713.4624903,0.107835331,0.202061545,0.533675673,0.593565943,0.764455076,,protein_coding,protein_coding;unknown protein; Has 0 Blast hits to 0 proteins in 0 species (source: NCBI BLink). 
AT1G02500,21.34229689,-0.355755092,0.444740223,-0.799916611,0.423759113,0.628842188,SAM1,protein_coding,SAM1;protein_coding;S-adenosylmethionine synthase 
AT1G02510,377.4261711,0.206489211,0.104188068,1.981889239,0.047491639,0.146470997,TPK4,protein_coding,TPK4;protein_coding;TPK4 
AT1G02520,2042.216207,0.028491715,0.064510514,0.441660029,0.658735238,0.80757462,ABCB11,protein_coding,ABCB11;protein_coding;ABC transporter B family member 11 
AT1G02540,899.6589917,-0.06501602,0.085427487,-0.761066748,0.4466172,0.649335386,,protein_coding,protein_coding;T14P4.13 protein 
AT1G02550,129.7616136,0.220291872,0.178292054,1.235567522,0.216619363,0.412977755,,protein_coding,protein_coding;Invertase 
AT1G02570,360.6952145,0.01221514,0.093625209,0.130468493,0.89619578,0.953773684,,protein_coding,protein_coding;Transmembrane protein 
AT1G02580,1.506909222,-0.045870799,2.309765832,-0.019859502,0.984155452,NA,MEA,protein_coding,MEA;protein_coding;Histone-lysine N-methyltransferase MEDEA 
AT1G02590,925.9997031,0.021527162,0.079287668,0.271507063,0.786001069,0.88991919,,protein_coding,protein_coding;Aldehyde oxidase/xanthine dehydrogenase; molybdopterin binding protein 
AT1G02600,1076.577166,0.04165725,0.063529345,0.655716664,0.512006445,0.70284521,,tRNA,tRNA;pre-tRNA 
AT1G02610,365.5552999,0.131386283,0.131227221,1.00121211,0.316724273,0.523752416,,protein_coding,protein_coding;RING/FYVE/PHD zinc finger superfamily protein 
AT1G02620,9.048671425,1.625154989,0.975049755,1.666740574,0.095566001,0.238212075,,protein_coding,protein_coding;Ras-related small GTP-binding family protein 
AT1G02630,233.9951282,0.126678262,0.11684231,1.084181429,0.278284364,0.482349776,ETN8,protein_coding,ETN8;protein_coding;Equilibrative nucleotide transporter 8 
AT1G02640,60.62511406,0.488578263,0.238923127,2.044918255,0.040862918,0.131740623,BXL2,protein_coding,BXL2;protein_coding;Probable beta-D-xylosidase 2 
AT1G02650,29.11615576,-4.809178112,1.278408583,-3.761847483,0.000168663,0.001689445,,protein_coding,protein_coding;T14P4.7 protein 
AT1G02670,2309.235234,0.053612583,0.04346266,1.233532036,0.217377332,0.413806003,,protein_coding,protein_coding;P-loop containing nucleoside triphosphate hydrolases superfamily protein 
AT1G02680,165.0703303,-0.012646819,0.151947859,-0.08323131,0.933667617,0.972859906,TAF13,protein_coding,TAF13;protein_coding;Transcription initiation factor TFIID subunit 13 
AT1G02690,307.6450307,0.863263302,0.211690167,4.077956545,4.54E-05,0.000568479,IMPA-6,protein_coding,IMPA-6;protein_coding;Importin subunit alpha 
AT1G02700,15.76904598,0.223726588,0.917234376,0.243914308,0.807297188,0.902497211,,protein_coding,protein_coding;GATA transcription factor-like protein 
AT1G02705,180.3511386,0.330996231,0.163740029,2.021474116,0.043230709,0.137025853,,protein_coding,protein_coding;
AT1G02710,983.8259646,-0.575556743,0.147539647,-3.901031038,9.58E-05,0.001058822,,protein_coding,protein_coding;Glycine-rich protein 
AT1G02720,1352.771519,-0.074118418,0.050131042,-1.478493464,0.139275745,0.307672864,GATL5,protein_coding,GATL5;protein_coding;Probable galacturonosyltransferase-like 5 
AT1G02730,228.5420844,0.403932137,0.172511438,2.341480319,0.019207439,0.074732255,CSLD5,protein_coding,CSLD5;protein_coding;Cellulose synthase-like protein D5 
AT1G02740,885.8406847,-0.02037864,0.110269869,-0.184806971,0.85338044,0.928598736,MRG2,protein_coding,MRG2;protein_coding;Protein MRG2 
AT1G02750,1.493552967,-0.045865989,1.876882089,-0.024437331,0.980503771,NA,DI19-2,protein_coding,DI19-2;protein_coding;Protein DEHYDRATION-INDUCED 19 homolog 2 
AT1G02770,3.575114878,0.367531444,1.214981321,0.302499666,0.762271188,0.87380056,,protein_coding,protein_coding;UPF0725 protein At1g02770 
AT1G02800,263.2861036,0.067817912,0.139242934,0.487047423,0.626224724,0.785367782,CEL2,protein_coding,CEL2;protein_coding;Endoglucanase 1 
AT1G02810,28.16918356,0.202084215,0.326842559,0.618292232,0.536382722,0.723378533,PME7,protein_coding,PME7;protein_coding;Probable pectinesterase/pectinesterase inhibitor 7 
AT1G02813,6.351491322,-0.801697209,0.757008853,-1.059032805,0.28958484,0.494531058,,protein_coding,protein_coding;Protein of unknown function; DUF538 
AT1G02816,8.505420163,-2.150803961,0.986085416,-2.181153808,0.029172042,0.102782828,,protein_coding,protein_coding;F22D16.19 protein 
AT1G02820,186.5610838,0.208072668,0.179838397,1.156998012,0.247273173,0.449306042,LEA2,protein_coding,LEA2;protein_coding;LEA3 
AT1G02830,239.9186715,-0.861795189,0.208290768,-4.137462255,3.51E-05,0.000455575,RPL22A,protein_coding,RPL22A;protein_coding;Putative 60S ribosomal protein L22-1 
AT1G02850,892.9018909,0.057174609,0.067204661,0.850753621,0.39490623,0.602497326,BGLU11,protein_coding,BGLU11;protein_coding;Beta-glucosidase 11 
AT1G02860,562.0935637,-0.112982048,0.081771654,-1.381677426,0.167070769,0.346712006,BAH1,protein_coding,BAH1;protein_coding;E3 ubiquitin-protein ligase BAH1 
AT1G02870,20.14671356,-0.045014719,0.343794149,-0.130935092,0.895826654,0.953426555,,protein_coding,protein_coding;At1g02870 
AT1G02880,1.082482245,-0.62994449,1.678580981,-0.375283944,0.707449306,NA,TPK1,protein_coding,TPK1;protein_coding;thiamin pyrophosphokinase1 
AT1G02890,1300.372472,0.06512575,0.067124006,0.970230382,0.33193167,0.539495297,,protein_coding,protein_coding;AAA-type ATPase family protein 
AT1G02900,143.1576057,-0.23248404,0.160254483,-1.450717854,0.146858442,0.319118731,RALF1,protein_coding,RALF1;protein_coding;RALFL1 
AT1G02910,338.7306097,0.041555464,0.128417071,0.323597662,0.746242659,0.863963828,LPA1,protein_coding,LPA1;protein_coding;Protein LOW PSII ACCUMULATION 1; chloroplastic 
AT1G02920,2469.858013,0.010023328,0.042993778,0.233134393,0.815657049,0.907434819,GSTF7,protein_coding,GSTF7;protein_coding;Glutathione S-transferase F7 
AT1G02930,1114.025432,0.099577769,0.063456985,1.569216822,0.116597426,0.272210062,GSTF6,protein_coding,GSTF6;protein_coding;Glutathione S-transferase F6 
AT1G02940,80562.66584,-0.044261675,0.099583558,-0.444467699,0.656704477,0.806331966,ATGSTF5,protein_coding,ATGSTF5;protein_coding;glutathione S-transferase (class phi) 5 
AT1G02950,1491.128019,-0.030035082,0.064011597,-0.469213139,0.638917295,0.79446794,ATGSTF4,protein_coding,ATGSTF4;protein_coding;glutathione S-transferase F4 
AT1G02952,3015.854207,-0.464733341,0.101324495,-4.586584331,4.51E-06,7.74E-05,,lncRNA,lncRNA;other RNA 
AT1G02960,1510.939573,-0.007928384,0.09290679,-0.085336966,0.931993504,0.971972365,,protein_coding,protein_coding;Kinetochore protein 
